,rowID,Genre,UserRatings,LowerDownloads,FuzzyRisk,JavaFiles,DefectCount,LOC,OPrivCount,UPrivCount,PermissionCount,jlint
0-3,183201,Shopping,2.2,1000,51,0,0,0,2,4,0,0
0-3,183267,Puzzle,2.8,1000,0,0,0,0,0,0,0,0
0-3,183347,Action,2.3,10000,92,1714,15,165727,1,8,0,520
0-3,183469,Travel & Local,2.6,50000,50,0,0,0,0,3,0,0
0-3,183502,Entertainment,2.9,10000,92,0,0,0,0,1,0,0
0-3,183738,Sports,2.3,1000,51,25,3,1598,0,0,0,11
0-3,183743,Education,2,1000,50,132,3,16407,3,1,0,59
0-3,183801,Entertainment,2.8,5000,50,0,0,0,4,0,0,0
0-3,183881,Transportation,2.8,50000,50,195,9,21089,1,0,0,67
0-3,183886,Tools,2.9,500000,51,1036,9,85994,0,3,0,342
0-3,183922,Sports,2.3,500000,51,688,3363,61889,0,4,0,223
0-3,183948,Casual,2.4,100000,51,0,0,0,0,3,0,0
0-3,183961,Media & Video,2.8,50000,92,0,0,0,10,1,0,0
0-3,184445,Tools,2.3,50000,50,122,6,10556,5,0,0,32
0-3,184534,Media & Video,1.7,5000,0,0,0,0,1,1,0,0
0-3,184603,Transportation,2.9,1000,50,0,0,0,1,1,0,0
0-3,184684,Tools,2.9,1000,51,0,0,0,0,2,0,0
0-3,184715,Casual,2.7,10000,51,0,0,0,0,1,0,0
0-3,184719,Casual,2.2,50000,51,0,0,0,0,1,0,0
0-3,184817,Travel & Local,2.5,1000,50,0,0,0,0,0,0,0
0-3,184826,Music & Audio,2.5,1000,51,0,0,0,0,2,0,0
0-3,184911,Casual,2.3,100000,51,0,0,0,0,0,0,0
0-3,184917,Puzzle,2.7,1000,51,0,0,0,0,3,0,0
0-3,184925,Photography,2.1,1000,51,0,0,0,1,0,0,0
0-3,185002,Transportation,2.3,1000,51,136,9,17805,0,6,0,67
0-3,185016,Arcade,1.6,10000,92,0,0,0,0,9,0,0
0-3,185042,Entertainment,1,1000,0,0,0,0,1,0,0,0
0-3,185080,News & Magazines,2.8,5000,92,0,0,0,1,1,0,0
0-3,185115,Books & Reference,2.8,10000,51,0,0,0,3,3,0,0
0-3,185117,Travel & Local,2.8,5000,51,0,0,0,1,0,0,0
0-3,185273,Music & Audio,2.7,50000,92,0,0,0,0,1,0,0
0-3,185282,Travel & Local,2.9,1000,50,16,3,1011,0,0,0,1
0-3,185385,Card,2.7,10000,92,0,0,0,0,5,0,0
0-3,185421,Tools,2.9,50000,51,68,3,9334,0,6,0,35
0-3,185454,Media & Video,2.7,50000,51,145,3,17570,0,6,0,56
0-3,185464,Education,2.8,10000,51,63,5095,6543,0,1,0,34
0-3,185472,Casual,2.8,500000,100,317,6,53424,1,4,0,115
0-3,185502,Education,2.9,1000,92,169,6,19265,0,10,0,51
0-3,185537,Entertainment,2.9,10000,92,0,0,0,0,2,0,0
0-3,185633,Entertainment,2.5,100000,92,0,0,0,0,1,0,0
0-3,185673,Business,2.8,10000,51,2714,3568,304275,0,6,0,854
0-3,185675,Medical,2.2,1000,51,0,0,0,0,1,0,0
0-3,185736,Libraries & Demo,2.5,1000,52,0,0,0,7,0,0,0
0-3,185747,News & Magazines,1.6,100000,51,0,0,0,1,0,0,0
0-3,186063,Travel & Local,1.8,1000,51,1128,6,119019,0,4,0,218
0-3,186121,Education,2.9,50000,51,3299,22,410050,2,3,0,1019
0-3,186140,Entertainment,2.6,1000,51,0,0,0,0,0,0,0
0-3,186164,Tools,2.4,1000,0,8,3,768,0,0,0,0
0-3,186210,Transportation,2.7,10000,50,0,0,0,0,2,0,0
0-3,186230,Business,2.6,1000,51,219,83,21678,1,0,0,51
0-3,186312,News & Magazines,2.5,1000,51,93,3,5640,1,1,0,18
0-3,186328,Education,2.1,10000,51,0,0,0,1,1,0,0
0-3,186356,Health & Fitness,2.5,5000,51,0,0,0,0,2,0,0
0-3,186363,Entertainment,2.7,10000,51,576,3663,44260,0,2,0,77
0-3,186370,Lifestyle,2.8,50000,51,245,3381,19554,0,0,0,47
0-3,186437,Medical,2.8,1000,92,1478,5117,128646,2,2,0,355
0-3,186725,Travel & Local,1.4,1000,51,0,0,0,0,0,0,0
0-3,186736,Transportation,2.6,1000,92,0,0,0,0,3,0,0
0-3,186746,Travel & Local,2.7,1000,50,0,0,0,3,0,0,0
0-3,186787,Tools,2.8,100000,92,2948,9,329479,0,3,0,584
0-3,186806,Puzzle,2.6,1000,51,0,0,0,0,8,0,0
0-3,186816,Arcade,2.6,100000,50,0,0,0,0,3,0,0
0-3,186872,Entertainment,1.8,1000,51,72,6,7344,0,1,0,32
0-3,186925,Transportation,2.8,10000,92,0,0,0,0,10,0,0
0-3,187000,Transportation,2.9,1000,0,0,0,0,0,1,0,0
0-3,187004,Lifestyle,2.1,1000,51,0,0,0,0,0,0,0
0-3,187017,Business,1.8,10000,51,0,0,0,0,0,0,0
0-3,187093,Music & Audio,2.8,5000,51,494,9,57900,1,1,0,123
0-3,187100,Music & Audio,1.8,1000,51,0,0,0,0,1,0,0
0-3,187152,Puzzle,2.8,1000,51,0,0,0,0,6,0,0
0-3,187227,Productivity,2.6,100000,51,0,0,0,1,2,0,0
0-3,187325,Shopping,2.8,10000,50,603,15,52211,1,0,0,146
0-3,187425,Entertainment,2.5,5000,51,0,0,0,6,1,0,0
0-3,187426,Entertainment,2.8,5000,51,69,3,7159,0,3,0,19
0-3,187497,Casual,2.9,1000,92,0,0,0,1,5,0,0
0-3,187511,Sports,2.6,5000,51,0,0,0,3,3,0,0
0-3,187514,Action,2.7,50000,50,1453,15,157771,4,1,0,303
0-3,187526,Education,2.4,1000,92,0,0,0,0,5,0,0
0-3,187540,Shopping,2.9,1000,51,0,0,0,0,6,0,0
0-3,187558,Books & Reference,2.6,50000,51,1323,6,112994,0,7,0,341
0-3,187561,Books & Reference,2.6,50000,51,0,0,0,0,2,0,0
0-3,187563,Action,2.7,100000,50,0,0,0,4,1,0,0
0-3,187565,Books & Reference,2.6,100000,51,0,0,0,0,3,0,0
0-3,187671,Lifestyle,2.7,1000,50,0,0,0,4,1,0,0
0-3,187725,Entertainment,2.6,10000,51,69,3,7231,0,1,0,36
0-3,187807,Entertainment,2,1000,51,0,0,0,0,1,0,0
0-3,187990,Casual,1,1000,0,0,0,0,0,0,0,0
0-3,188014,Entertainment,2.9,5000,92,0,0,0,0,3,0,0
0-3,188089,Finance,2.9,5000,51,0,0,0,0,1,0,0
0-3,188116,Photography,2.8,100000,92,0,0,0,0,8,0,0
0-3,188138,Lifestyle,2.7,10000,50,0,0,0,2,6,0,0
0-3,188252,Sports,2.8,5000,100,2992,18,301777,1,3,0,864
0-3,188295,Health & Fitness,1.8,1000,100,2428,9,286425,2,5,0,398
0-3,188396,Libraries & Demo,2.7,5000,0,0,0,0,0,0,0,0
0-3,188402,Personalization,2.3,1000,51,0,0,0,0,3,0,0
0-3,188459,Travel & Local,2.8,10000,51,0,0,0,0,1,0,0
0-3,188474,Lifestyle,2.3,1000,0,6,3,131,0,0,0,0
0-3,188516,Tools,2.1,1000,51,0,0,0,0,0,0,0
0-3,188553,Finance,2.9,100000,51,0,0,0,0,1,0,0
0-3,188695,Health & Fitness,2.6,50000,51,31,3,2114,0,0,0,7
0-3,188811,Casual,2.7,1000,51,130,3,13719,2,1,0,47
0-3,189216,News & Magazines,2.8,1000,50,1692,12,171609,2,1,0,654
0-3,189268,Medical,2.6,10000,51,0,6,0,0,1,0,0
0-3,189328,Music & Audio,2.6,1000,50,673,9,61877,1,1,0,225
0-3,189401,Business,2.8,1000,51,467,9,51121,2,1,0,179
0-3,189426,News & Magazines,2.8,5000,50,1764,12,198611,2,1,0,653
0-3,189717,Finance,1.9,10000,100,0,98,0,0,4,0,0
0-3,190102,Tools,2.6,5000,51,0,114,0,0,7,0,0
0-3,190860,News & Magazines,2.9,5000000,51,1744,15,159213,0,2,0,436
0-3,190903,Finance,2.6,10000,51,76,6,10926,0,0,0,9
0-3,190919,Productivity,2.6,1000,51,612,15,61824,2,1,0,223
0-3,191121,Lifestyle,2.8,5000,92,0,178,0,0,2,0,0
0-3,191818,Finance,2.5,1000,50,162,9,15251,1,2,0,44
0-3,191830,Puzzle,2.9,1000,95,860,12,78254,3,0,0,189
0-3,191896,Social,2.9,1000,50,0,14,0,0,11,0,0
0-3,191973,Business,2.8,1000,50,2588,9,302461,0,6,0,621
0-3,192160,Music & Audio,2.6,1000,50,2106,15,204839,2,3,0,478
0-3,192662,Tools,2.4,100000,50,0,62,0,0,9,0,0
0-3,192808,Photography,2.8,10000,92,4306,9,470851,1,1,0,792
0-3,193054,Books & Reference,2.9,100000,51,2997,9,294196,0,1,0,1149
0-3,193063,Educational,2.5,1000,92,893,72,127298,0,6,0,364
0-3,193152,Health & Fitness,2.6,100000,51,246,3,17437,1,0,0,63
0-3,193510,Transportation,2.8,100000,51,1187,9,85072,0,3,0,230
0-3,193639,Travel & Local,1.7,1000,51,12,3,500,0,0,0,0
0-3,193700,Lifestyle,2.4,1000,51,574,12,55253,0,6,0,154
0-3,193967,Business,2.6,5000,51,998,9,102572,3,1,0,294
0-3,194678,Tools,2.4,1000,51,665,9,78766,3,0,0,260
0-3,194681,Books & Reference,2.6,10000,51,341,3,25453,0,4,0,106
0-3,194851,News & Magazines,2.5,100000,51,1457,9,149891,2,1,0,348
0-3,195225,Media & Video,2.3,10000,92,1164,6,92863,0,3,0,233
0-3,195367,Travel & Local,2.8,1000,100,3077,15,348431,2,2,0,528
0-3,195369,Music & Audio,2.3,5000,0,95,3,7211,0,0,0,17
0-3,195402,Entertainment,2.8,100000,51,75,3,7806,0,1,0,32
0-3,195502,Lifestyle,2.9,1000000,52,1888,12,174228,0,11,0,465
0-3,195546,Education,2.8,10000,51,12,6,346,0,0,0,0
0-3,195692,Entertainment,2.8,10000,51,68,5098,7124,2,0,0,25
0-3,195755,Business,2.9,5000,51,36,3,2323,1,0,0,7
0-3,195856,Personalization,2.9,50000,92,208,6,40546,0,1,0,100
0-3,195989,Simulation,2.9,1000,51,476,6,37444,1,1,0,118
0-3,195992,Business,2.7,10000,51,3180,12,280317,4,2,0,685
0-3,196085,Entertainment,2,10000,92,367,9,35633,2,4,0,63
0-3,196118,Entertainment,2.6,5000,50,432,9,55296,3,0,0,101
0-3,196172,Entertainment,2.9,500000,51,59,3663,6438,0,0,0,28
0-3,196398,Communication,2.7,10000,51,759,12,82842,1,2,0,187
0-3,196783,Puzzle,1.9,1000,51,522,12,50758,0,7,0,194
0-3,197315,Lifestyle,2.1,10000,51,781,9,73781,0,7,0,235
0-3,197472,Tools,2.5,5000,51,725,9,77097,0,2,0,174
0-3,197611,Action,2.5,10000,92,1159,6,92560,0,3,0,230
0-3,197627,Productivity,2.5,10000,51,335,5117,45039,0,3,0,103
0-3,197878,Finance,2.8,1000,51,100,3,9119,0,0,0,28
0-3,197882,Shopping,1.8,1000,51,1303,15,284404,0,11,0,1253
0-3,197986,Education,2.7,1000,51,1266,15,281575,0,9,0,1241
0-3,198064,Puzzle,2.3,1000,92,1847,19,208265,1,3,0,493
0-3,198155,Productivity,2.9,10000,52,23,3337,1999,13,0,0,4
0-3,198169,Productivity,2.8,100000,51,75,263,6542,0,1,0,14
0-3,198197,News & Magazines,2.8,10000,92,2284,15,364506,0,6,0,679
0-3,198391,Business,2.2,1000,51,578,12,51255,0,2,0,132
0-3,198405,Arcade,2.6,1000,50,12,3,1526,0,0,0,0
0-3,198486,Education,2.9,1000,50,254,6,29709,4,1,0,123
0-3,198601,Finance,2.5,1000,51,149,6,19953,0,6,0,68
0-3,198620,Entertainment,2.8,100000,51,918,6,78754,0,2,0,207
0-3,198628,Productivity,2.3,5000,51,271,6,23419,0,0,0,42
0-3,198630,Productivity,2.9,10000,51,9,3,611,0,0,0,1
0-3,198638,Health & Fitness,2.9,100000,51,1049,9,104400,1,3,0,254
0-3,198709,Tools,2.9,1000,51,393,6,38305,0,2,0,70
0-3,198721,Casual,2.9,50000,51,588,6,56284,0,1,0,141
0-3,198744,Arcade,2.6,10000,51,146,5098,14073,0,1,0,55
0-3,198838,Tools,1.6,1000,51,1186,9,106281,2,6,0,318
0-3,198903,Arcade,2.7,1000,50,1065,12,88815,2,2,0,319
0-3,199134,Entertainment,2.3,10000,51,61,5095,6161,1,1,0,26
0-3,199300,Media & Video,2.7,100000,51,496,6,45919,0,12,0,215
0-3,199426,Business,2.8,1000,51,612,15,61824,2,1,0,223
0-3,199431,Education,2.7,1000,51,158,9,21267,1,2,0,72
0-3,199505,Productivity,2.8,5000,51,1636,9,230193,3,5,0,798
0-3,199643,Casual,2.8,5000,92,4845,41335,508891,0,6,0,1208
0-3,199705,Entertainment,2.4,10000,92,3816,6,427356,0,6,0,673
0-3,199871,Casual,2.9,1000,51,730,6,63888,1,1,0,166
0-3,200049,Sports,2.7,1000,51,332,9,36935,0,2,0,139
0-3,200089,Entertainment,2.8,10000,0,1026,9,137629,0,4,0,323
0-3,200220,Lifestyle,2.9,5000,51,965,18,83185,6,2,0,295
0-3,200490,Media & Video,2.7,1000,50,322,12,58782,6,2,0,130
0-3,200491,Media & Video,2.6,5000,50,287,9,51616,6,2,0,116
0-3,200493,Media & Video,2.7,5000,50,322,12,58772,6,2,0,130
0-3,200557,Travel & Local,2.8,1000,51,454,6,42721,1,3,0,75
0-3,200561,Communication,2.8,10000,92,2153,15,285973,0,2,0,758
0-3,200590,Entertainment,2.6,100000,51,142,6,10659,1,0,0,37
0-3,200696,Business,2.9,1000,51,491,9,45671,0,5,0,77
0-3,200942,Travel & Local,2.3,10000,51,1299,15,239153,0,10,0,1093
0-3,201318,Entertainment,2.8,10000,51,60,5098,6095,0,1,0,25
0-3,201508,Tools,2.3,5000,51,272,6,23561,0,5,0,77
0-3,201552,Travel & Local,2.9,10000,50,2250,6,250480,4,1,0,713
0-3,201643,Productivity,2.8,5000,51,23,3781,1947,7,0,0,3
0-3,201645,Role Playing,2.7,1000,0,287,6,25727,0,2,0,45
0-3,201660,Productivity,2.1,1000,52,23,2805,1716,10,0,0,4
0-3,201684,Arcade,2.9,10000,51,44,3,14228,0,0,0,12
0-3,201708,Business,2.9,1000,50,1139,6,151386,1,3,0,175
0-3,201835,News & Magazines,2.9,100000,92,3790,6,415090,1,2,0,613
0-3,201910,News & Magazines,2.9,5000,51,1128,17,127892,0,6,0,249
0-3,202008,Music & Audio,2.2,1000,92,4108,6,442778,0,5,0,641
0-3,202076,Transportation,2.7,1000,50,146,6,19700,2,6,0,70
0-3,202119,Entertainment,2.7,1000,51,318,6,29759,1,3,0,154
0-3,202154,Communication,2.4,100000,51,65,3,7658,0,0,0,20
0-3,202327,Shopping,2.7,10000,92,155,3,18079,0,9,0,54
0-3,202474,Finance,2.1,10000,51,3385,12,336186,0,6,0,889
0-3,202475,Finance,2.8,5000,50,1346,18,140710,1,1,0,290
0-3,202520,Education,2.8,5000,51,408,9,45379,1,2,0,89
0-3,202845,Lifestyle,2.9,1000000,50,540,6,48777,0,5,0,158
0-3,203229,Health & Fitness,1.7,1000,51,423,9,35596,0,1,0,58
0-3,203258,Finance,2.7,1000,50,1309,9,128276,0,8,0,429
0-3,203359,Lifestyle,2.5,10000,51,958,12,88725,1,2,0,268
0-3,203384,Finance,1.7,1000,51,2006,15,228798,0,5,0,598
0-3,203566,Transportation,2.7,10000,50,107,9,12668,1,6,0,56
0-3,203572,Entertainment,2.4,10000,51,58,3660,5687,0,0,0,25
0-3,203634,Card,2.9,1000,51,1264,15,237625,0,7,0,1082
0-3,203698,Photography,2.7,10000,51,873,9,93438,2,6,0,167
0-3,203775,Trivia,1,1000,92,642,12,78741,0,2,0,146
0-3,203894,Productivity,2.7,1000,51,380,3,32721,0,0,0,99
0-3,203989,Sports,2.1,1000,51,1511,6,215931,0,2,0,513
0-3,204229,Lifestyle,2.8,10000,95,2729,12,288957,2,3,0,638
0-3,204255,Entertainment,2.3,100000,50,1462,9,206695,0,5,0,591
0-3,204484,Productivity,2.8,1000,51,33,3,1774,0,0,0,4
0-3,204496,Photography,2.8,10000,0,25,3,1312,0,0,0,2
0-3,204684,Casual,2.9,10000,92,4156,9,432619,0,4,0,758
0-3,204779,Finance,2.9,10000,51,926,9,94170,1,2,0,299
0-3,204799,Lifestyle,2.2,1000,51,596,12,49392,3,0,0,109
0-3,204843,Education,2.5,1000,92,168,6,18841,0,9,0,57
0-3,204851,Business,2.8,1000000,86,1459,9,149482,7,3,0,514
0-3,204875,Transportation,2.2,1000,50,2729,15,325975,0,1,0,573
0-3,204898,Shopping,2.9,10000,51,1345,15,288553,0,10,0,1250
0-3,204901,Media & Video,2.3,5000,51,875,9,90308,1,2,0,186
0-3,205094,Business,2.7,1000,50,1235,12,180465,0,6,0,446
0-3,205221,Travel & Local,2.6,1000,51,149,6,19964,0,8,0,68
0-3,205542,Education,1,1000,50,685,9,73900,1,5,0,254
0-3,205545,Education,2.3,1000,50,685,9,73900,1,5,0,254
0-3,205548,Communication,2.1,5000,50,1626,15,177657,0,4,0,494
0-3,205857,Transportation,1.8,10000,51,215,6,26383,1,2,0,97
0-3,205870,Health & Fitness,2.8,1000,51,3986,109,398894,0,3,0,1310
0-3,205925,Medical,2.6,1000,51,36,6,2454,1,0,0,8
0-3,206080,Tools,2.8,5000,51,212,6,25161,0,1,0,97
0-3,206166,Tools,2.8,10000,50,34,3,4018,4,0,0,8
0-3,206287,Arcade,2.8,1000,51,173,6,17421,0,2,0,156
0-3,206472,Lifestyle,2.6,50000,51,1451,9,195624,0,6,0,551
0-3,206592,Sports,2.5,5000,0,15,3,751,0,1,0,1
0-3,207090,Travel & Local,2.9,1000,50,1521,18,149053,3,4,0,510
0-3,207157,Tools,2.9,1000,50,105,3,8859,3,0,0,25
0-3,207213,Tools,2.5,1000000,51,443,12,48613,0,0,0,194
0-3,207556,Travel & Local,2.8,1000,51,753,6,82894,2,1,0,115
0-3,207747,Entertainment,2.4,50000,51,191,15,18888,0,2,0,62
0-3,207932,Travel & Local,2.3,1000,51,537,6,42870,0,2,0,105
0-3,208054,Puzzle,2.6,5000,92,1319,12,154873,0,7,0,436
0-3,208253,Media & Video,2.7,1000,51,118,6,11320,2,0,0,39
0-3,208293,Lifestyle,2.7,5000,50,397,6,40369,5,1,0,94
0-3,208403,Travel & Local,2.3,50000,50,250,6,20781,0,3,0,77
0-3,208449,Trivia,2.8,100000,92,168,6,18841,0,9,0,57
0-3,208475,Education,2.8,5000,51,37,6,2943,0,0,0,0
0-3,208495,Puzzle,2.2,50000,0,32,3,2063,0,1,0,8
0-3,208547,Finance,2.8,1000,50,415,9,42549,7,1,0,111
0-3,208553,Simulation,2.7,100000,92,85,6,7178,0,6,0,34
0-3,208664,Arcade,2.7,10000,51,157,9,15112,1,1,0,60
0-3,208773,Lifestyle,2.3,1000,85,847,5101,79523,7,0,0,256
0-3,208786,Education,2.7,1000,51,68,5114,7830,0,0,0,27
0-3,208787,Education,2.6,5000,51,56,3679,5882,0,0,0,20
0-3,208982,Puzzle,2.8,1000,51,107,6,12357,0,0,0,53
0-3,209021,Education,2.7,1000,51,8,3,215,0,0,0,0
0-3,209072,Entertainment,2.6,1000,0,18,3,688,0,0,0,0
0-3,209086,Tools,2.2,1000,0,30,3,6802,0,0,0,0
0-3,209473,Education,2.7,100000,51,51,6,4681,2,1,0,33
0-3,209487,Education,2.4,10000,51,232,15,22560,0,6,0,118
0-3,209491,Entertainment,2.3,1000,50,5050,16,506865,1,5,0,1423
0-3,209548,Music & Audio,2.9,1000000,92,2683,6,321311,2,4,0,495
0-3,209631,Health & Fitness,2.8,50000,92,592,6,74382,3,1,0,138
0-3,209645,Communication,1.7,1000,51,43,3,4772,0,1,0,11
0-3,209749,Transportation,2.8,5000,50,290,6,42193,4,3,0,87
0-3,209915,Role Playing,2.9,10000,92,229,6,21325,0,4,0,95
0-3,209924,Tools,2.9,5000,50,643,6,58822,3,3,0,95
0-3,209973,Puzzle,2.6,10000,0,26,3,1651,0,0,0,1
0-3,210090,Entertainment,2.9,1000,50,713,6,70820,3,1,0,153
0-3,210102,Entertainment,2.9,5000,92,4151,6,443372,0,5,0,632
0-3,210130,Racing,2.6,1000,51,510,6,47338,0,4,0,83
0-3,210138,Tools,2.9,10000,51,291,3679,23345,3,0,0,59
0-3,210167,Education,1.3,1000,0,331,6,30193,0,3,0,53
0-3,210401,Trivia,2.9,10000,50,1780,9,175682,0,6,0,489
0-3,210438,Arcade,2.6,10000,50,551,6,73265,1,3,0,137
0-3,210800,Business,2.7,1000,51,759,6,69741,2,3,0,116
0-3,210945,News & Magazines,2.9,1000,92,2281,15,364372,0,6,0,679
0-3,211143,News & Magazines,2.2,1000,92,413,9,39924,0,8,0,133
0-3,211292,Strategy,2.8,50000,92,86,6,7605,3,3,0,34
0-3,211413,Libraries & Demo,2.2,1000,0,197,9,19080,0,0,0,40
0-3,211444,Entertainment,2.7,10000,51,1414,15,308277,0,9,0,1247
0-3,211467,News & Magazines,2.6,5000,92,3289,9,368206,0,5,0,480
0-3,211555,Casual,2.9,1000000,0,1234,253,121442,2,1,0,210
0-3,211777,Entertainment,2.7,1000000,51,2067,9,206049,4,1,0,513
0-3,211793,Casual,2.5,10000,92,572,9,77653,0,4,0,248
0-3,211796,Productivity,2.9,1000,52,23,3113,1837,11,0,0,4
0-3,212104,Communication,2.9,50000,50,1218,12,119888,17,2,0,493
0-3,212158,Card,2.7,10000,92,760,12,82652,0,2,0,197
0-3,212384,Casual,2.5,5000,51,251,9,24800,1,1,0,89
0-3,212393,Entertainment,2.4,1000,92,738,6,96530,0,8,0,196
0-3,212444,Role Playing,2.9,10000,50,388,5117,40074,1,3,0,112
0-3,212462,Finance,2.1,10000,51,479,12,50809,1,4,0,132
0-3,212714,Books & Reference,2.7,1000,51,25,3,1744,0,0,0,6
0-3,212759,Books & Reference,2.9,1000,51,270,3,27051,4,1,0,83
0-3,213197,Travel & Local,2.9,10000,51,139,3,19461,0,0,0,37
0-3,213241,Tools,2.5,5000,51,743,6,83625,6,4,0,197
0-3,213311,Entertainment,2.9,500000,100,242,9,44835,1,1,0,115
0-3,213600,Puzzle,2.8,500000,92,3453,6,371638,0,3,0,549
0-3,213616,Arcade,2.9,1000,51,765,6,73421,0,1,0,200
0-3,213667,News & Magazines,2.9,10000,51,2366,15,217666,0,8,0,699
0-3,214192,Education,2.8,5000,50,2190,15,248315,1,6,0,659
0-3,214339,Education,1.9,5000,51,288,6,25349,0,2,0,45
0-3,214392,Tools,2.8,100000,51,1344,15,290133,0,9,0,1258
0-3,214533,Tools,2.7,10000,0,62,3,6418,1,1,0,16
0-3,214609,Personalization,2.9,1000,92,1822,9,195496,2,1,0,432
0-3,214682,Education,2.2,1000,51,40,3,3849,1,1,0,8
0-3,214695,Finance,2.7,10000,0,6,3,140,0,0,0,0
0-3,214815,Education,2,1000,92,4650,6,487785,0,4,0,754
0-3,214837,Shopping,2.5,1000,51,234,6,24863,0,0,0,39
0-3,214878,Educational,1.9,1000,51,1282,19,152687,0,2,0,354
0-3,214963,Finance,2.9,5000,51,2128,15,229239,0,8,0,544
0-3,214967,Sports,2.6,1000,50,239,6,21281,0,2,0,38
0-3,215057,Transportation,2.3,10000,50,352,3354,95557,2,0,0,53
0-3,215275,Casual,2.9,5000,51,33,3,3628,0,1,0,17
0-3,215283,Casual,2.7,10000,92,12,3,1487,1,0,0,0
0-3,215624,Puzzle,2.9,1000000,51,1060,6,80260,0,2,0,201
0-3,215735,Business,2.9,5000,51,1364,12,151662,0,2,0,454
0-3,216301,Transportation,2.7,5000,51,1064,9,116960,1,2,0,281
0-3,216323,Tools,2.8,10000,95,2707,6,305875,6,1,0,419
0-3,216336,Lifestyle,1.9,5000,50,502,12,52818,5,1,0,148
0-3,216350,Business,2.6,10000,50,934,9,88718,3,0,0,215
0-3,216377,Productivity,2.8,1000,50,592,6,54148,0,1,0,130
0-3,216437,Finance,2.5,1000,50,1143,12,79192,1,2,0,251
0-3,216754,Board,2.8,5000,92,169,6,19255,0,10,0,58
0-3,216872,Entertainment,2.8,50000,51,177,5046,16661,0,3,0,74
0-3,216891,News & Magazines,2,1000,50,1764,12,198611,2,1,0,653
0-3,216965,News & Magazines,2.5,10000,92,3406,9,372477,1,3,0,554
0-3,217020,Lifestyle,2.8,1000,0,328,6,29969,0,3,0,53
0-3,217021,Finance,2.4,5000,51,113,6,10249,0,1,0,30
0-3,217125,Education,2.5,1000,50,2713,15,260427,2,3,0,627
0-3,217136,Casual,2.9,1000,51,2490,12,251188,1,3,0,717
0-3,217147,Communication,2.6,5000,50,37,6,4887,6,1,0,10
0-3,217292,Entertainment,2.9,1000,51,657,13818,141393,0,4,0,508
0-3,217360,Arcade,2.7,5000,92,974,6,123023,0,2,0,263
0-3,217426,Sports,2.7,1000,51,9,3,277,0,0,0,0
0-3,217485,Business,2.8,1000,50,1175,18,139895,0,4,0,110
0-3,217596,Music & Audio,2.9,10000,92,6771,15,548162,0,11,0,1475
0-3,217693,Finance,2.4,10000,91,5528,25,663732,0,9,0,1685
0-3,217709,Productivity,2,1000,51,183,9,21694,0,0,0,25
0-3,217730,News & Magazines,2.5,1000,51,372,3,27789,0,5,0,124
0-3,217780,Arcade,2.3,10000,0,10,6,266,0,0,0,1
0-3,217785,Entertainment,2.9,10000,50,611,3,48419,0,5,0,181
0-3,217807,Lifestyle,2.5,10000,51,128,6,10481,0,0,0,18
0-3,217811,Books & Reference,2.9,1000,51,475,6,56399,0,1,0,116
0-3,217815,Sports,2.6,1000,50,943,6,105644,1,7,0,388
0-3,217994,Educational,2.5,1000,92,752,6,74436,0,10,0,221
0-3,218045,Entertainment,2.2,1000,92,211,9,40753,0,1,0,101
0-3,218093,Communication,2.9,1000,50,31,3,7881,10,0,0,3
0-3,218170,Tools,2.6,1000,50,126,6,16830,1,6,0,65
0-3,218445,Travel & Local,2.3,5000,50,269,9,40574,1,1,0,65
0-3,218521,Entertainment,2.7,1000,92,168,6,18841,0,9,0,57
0-3,218641,Entertainment,2.9,1000,51,155,6,14962,0,3,0,65
0-3,218703,Shopping,2.8,1000,100,381,9,55867,4,3,0,142
0-3,218712,Media & Video,2.3,1000,51,307,6,33435,0,6,0,102
0-3,218940,Arcade,2.8,5000,51,550,3663,40166,0,2,0,69
0-3,218977,Entertainment,2.9,10000,50,218,5111,21313,2,2,0,65
0-3,219075,Lifestyle,2.5,1000,51,972,15,95762,0,5,0,450
0-3,219103,Business,2.8,1000,50,661,45977,82983,6,2,0,280
0-3,219193,Finance,2.9,1000,51,501,9,45894,1,1,0,119
0-3,219207,Education,2.2,1000,51,1374,15,124648,1,1,0,387
0-3,219347,Music & Audio,2.9,10000,51,95,3512,7434,1,0,0,30
0-3,219478,Entertainment,2.6,50000,51,205,6,24271,2,0,0,66
0-3,219606,Entertainment,2.6,1000,51,1087,15,110630,6,5,0,399
0-3,219955,Entertainment,2.4,5000,51,107,12,41039,0,0,0,181
0-3,219984,Lifestyle,2.8,10000,50,465,5114,43583,2,5,0,171
0-3,220127,Productivity,2.7,10000,51,138,6,18760,0,6,0,70
0-3,220321,Medical,2.7,1000,51,204,6,14729,0,0,0,35
0-3,220334,Social,2.4,1000,51,256,9,35304,0,5,0,119
0-3,220657,Sports,1.7,1000,0,12,3,693,0,0,0,1
0-3,220660,Puzzle,2.9,10000,92,725,12,94213,0,1,0,259
0-3,220687,Education,2.6,1000,51,696,9,75302,0,8,0,224
0-3,220848,Business,2.1,10000,51,702,9,60059,0,2,0,156
0-3,220992,Transportation,2.3,1000,51,862,6,76912,0,5,0,122
0-3,220999,Communication,2,1000,0,748,6,81226,0,4,0,160
0-3,221106,News & Magazines,2.8,10000,51,1181,9,123371,0,2,0,346
0-3,221294,Simulation,2.4,1000000,92,3681,6,414787,0,6,0,596
